number;group;name;suggested_cost_price;extra_cost;sales_price;unit_id;stock_quantity;description;min_inventory_quantity;min_sales_quantity;min_purchase_quantity;barcode;default_location_id;variation_id;weight;weight_unit;width;height;depth;size_unit;supplier_product_number;is_barred;discount_group;image_url;Har batchstyring;has_serial_numbers;default_supplier_id
SOL-18611100;25;; kr 4.177,49 ;; kr 8.596 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13410018.2;25;; kr 4.179,71 ;; kr 8.600 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18027059.2;25;; kr 4.441,09 ;; kr 8.600 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60985126;25;; kr 4.181,11 ;; kr 8.603 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60987126;25;; kr 4.181,11 ;; kr 8.603 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60990126;25;; kr 4.181,11 ;; kr 8.603 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60972203;25;; kr 4.007,95 ;; kr 8.605 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16510171;25;; kr 4.182,52 ;; kr 8.606 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18511100;25;; kr 4.185,68 ;; kr 8.613 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49230050;25;; kr 4.186,38 ;; kr 8.614 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-T1023042;25;; kr 4.448,11 ;; kr 8.614 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605113050Z4.25;25;; kr 4.449,86 ;; kr 8.617 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17A22148;25;; kr 4.450,68 ;; kr 8.619 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19421055.1;25;; kr 4.451,62 ;; kr 8.621 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13810042;25;; kr 4.192,70 ;; kr 8.627 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40030581.1;25;; kr 4.194,10 ;; kr 8.630 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21040122B;25;; kr 4.194,45 ;; kr 8.631 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40045166;25;; kr 4.194,45 ;; kr 8.631 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40045176;25;; kr 4.194,45 ;; kr 8.631 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60596042.01;25;; kr 4.195,85 ;; kr 8.633 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18010171;25;; kr 4.196,21 ;; kr 8.634 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40325400AM;25;; kr 4.202,52 ;; kr 8.647 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40425400AM;25;; kr 4.202,52 ;; kr 8.647 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H001157D110;25;; kr 4.029,48 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61939230S;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61971230S1;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61971230S1R;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61971230S2;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61971230S2R;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61972100AS;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61972100S;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61973230S1;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61973230S1R;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61973230S2;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61973230S2R;25;; kr 4.730,54 ;; kr 8.652 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17110037;25;; kr 4.206,03 ;; kr 8.654 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V20862022A;25;; kr 4.207,91 ;; kr 8.658 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020135;25;; kr 4.472,68 ;; kr 8.662 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020227;25;; kr 4.477,01 ;; kr 8.670 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605B0186;25;; kr 4.477,82 ;; kr 8.672 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605B0272;25;; kr 4.477,82 ;; kr 8.672 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17610025;25;; kr 4.217,27 ;; kr 8.678 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-6057A041.22BCC;25;; kr 4.217,62 ;; kr 8.678 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19411009.1;25;; kr 4.220,42 ;; kr 8.684 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49235050;25;; kr 4.221,13 ;; kr 8.685 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17120101G;25;; kr 4.344,68 ;; kr 8.686 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49435050;25;; kr 4.224,29 ;; kr 8.692 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60400240;25;; kr 4.226,04 ;; kr 8.696 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V11290098A;25;; kr 4.226,63 ;; kr 8.697 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60938126;25;; kr 4.227,80 ;; kr 8.699 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60971204R.1;25;; kr 4.230,95 ;; kr 8.706 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17617010;25;; kr 4.498,07 ;; kr 8.711 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24815201C;25;; kr 4.506,84 ;; kr 8.728 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24870102;25;; kr 4.508,13 ;; kr 8.730 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60596042.16;25;; kr 4.244,64 ;; kr 8.734 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16521117;25;; kr 4.511,64 ;; kr 8.737 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-6057A041.21A;25;; kr 4.246,40 ;; kr 8.737 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19640303;25;; kr 4.247,10 ;; kr 8.739 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19640303G;25;; kr 4.247,10 ;; kr 8.739 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24822210;25;; kr 4.516,08 ;; kr 8.746 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24350058;25;; kr 4.250,96 ;; kr 8.747 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21290693A;25;; kr 4.251,78 ;; kr 8.749 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19022023;25;; kr 4.520,88 ;; kr 8.755 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60571044.30;25;; kr 4.255,17 ;; kr 8.756 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-GC029020;25;; kr 4.255,17 ;; kr 8.756 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49030050;25;; kr 4.255,52 ;; kr 8.756 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13240100;25;; kr 4.260,44 ;; kr 8.766 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24836302;25;; kr 4.530,47 ;; kr 8.774 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17327112;25;; kr 4.530,94 ;; kr 8.775 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24822302;25;; kr 4.532,35 ;; kr 8.777 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24824302;25;; kr 4.532,35 ;; kr 8.777 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19421093;25;; kr 4.533,17 ;; kr 8.779 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-400105M70;25;; kr 4.268,16 ;; kr 8.782 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V38552008F;25;; kr 4.272,26 ;; kr 8.791 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19620065;25;; kr 4.541,00 ;; kr 8.794 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-27101001.01;25;; kr 4.277,64 ;; kr 8.802 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17227021;25;; kr 4.545,92 ;; kr 8.803 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19424040.3;25;; kr 4.546,74 ;; kr 8.805 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17613115;25;; kr 4.815,49 ;; kr 8.808 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-T4648017;25;; kr 4.548,02 ;; kr 8.808 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24814210A;25;; kr 4.549,90 ;; kr 8.811 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19421160;25;; kr 4.551,18 ;; kr 8.814 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17422146;25;; kr 4.552,00 ;; kr 8.815 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17424025G;25;; kr 4.554,69 ;; kr 8.820 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-25615101;25;; kr 4.286,76 ;; kr 8.821 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H2241084400;25;; kr 4.110,44 ;; kr 8.826 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18021016;25;; kr 4.557,74 ;; kr 8.826 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18024040;25;; kr 4.560,78 ;; kr 8.832 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17125301;25;; kr 4.294,49 ;; kr 8.836 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24820130;25;; kr 4.563,00 ;; kr 8.837 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60973130;25;; kr 4.117,23 ;; kr 8.840 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60978105;25;; kr 4.117,23 ;; kr 8.840 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-609A0101;25;; kr 4.117,23 ;; kr 8.840 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16721300;25;; kr 4.565,22 ;; kr 8.841 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60538010;25;; kr 4.307,12 ;; kr 8.862 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60532061;25;; kr 4.308,88 ;; kr 8.866 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60547061;25;; kr 4.308,88 ;; kr 8.866 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-6097A213;25;; kr 4.849,07 ;; kr 8.869 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24830224;25;; kr 4.580,55 ;; kr 8.871 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408186;25;; kr 4.133,38 ;; kr 8.875 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19621055.1;25;; kr 4.587,10 ;; kr 8.883 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40040138;25;; kr 4.317,89 ;; kr 8.885 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-27101009.3;25;; kr 4.321,16 ;; kr 8.891 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60930000R;25;; kr 4.321,86 ;; kr 8.893 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24813302A;25;; kr 4.594,59 ;; kr 8.898 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-6057A041.22A;25;; kr 4.324,32 ;; kr 8.898 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60420226;25;; kr 4.601,61 ;; kr 8.911 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-10540310;25;; kr 4.332,04 ;; kr 8.914 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17223000;25;; kr 4.602,90 ;; kr 8.914 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17922035;25;; kr 4.602,90 ;; kr 8.914 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13811000.3I;25;; kr 4.458,87 ;; kr 8.915 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24870102.1;25;; kr 4.603,83 ;; kr 8.916 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13810246;25;; kr 4.335,90 ;; kr 8.922 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24810002A;25;; kr 4.609,10 ;; kr 8.926 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24812302;25;; kr 4.609,10 ;; kr 8.926 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24825302;25;; kr 4.609,10 ;; kr 8.926 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-T4622162;25;; kr 4.609,92 ;; kr 8.928 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60730048;25;; kr 4.884,63 ;; kr 8.934 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19624052;25;; kr 4.614,36 ;; kr 8.936 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60985210.24IP;25;; kr 4.345,38 ;; kr 8.941 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-6057B041.25;25;; kr 4.346,78 ;; kr 8.944 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V13000032A;25;; kr 4.349,48 ;; kr 8.950 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-T1016010;25;; kr 4.621,38 ;; kr 8.950 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60574054.21;25;; kr 4.352,05 ;; kr 8.955 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17425264.2;25;; kr 4.624,43 ;; kr 8.956 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43306038;25;; kr 4.352,40 ;; kr 8.956 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49035150;25;; kr 4.355,21 ;; kr 8.961 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60700051;25;; kr 4.483,91 ;; kr 8.965 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60700063;25;; kr 4.483,91 ;; kr 8.965 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17211007;25;; kr 4.489,64 ;; kr 8.976 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13427108;25;; kr 4.638,93 ;; kr 8.984 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17327108;25;; kr 4.638,93 ;; kr 8.984 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61000100;25;; kr 4.370,65 ;; kr 8.993 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-T4648004;25;; kr 4.648,18 ;; kr 9.001 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-T4648005;25;; kr 4.648,18 ;; kr 9.001 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12122082;25;; kr 4.502,86 ;; kr 9.003 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12122181;25;; kr 4.502,86 ;; kr 9.003 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21042045F;25;; kr 4.375,80 ;; kr 9.004 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21042075F;25;; kr 4.375,80 ;; kr 9.004 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V39010710B;25;; kr 4.375,80 ;; kr 9.004 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-T1023048;25;; kr 4.650,75 ;; kr 9.007 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16520006;25;; kr 4.654,26 ;; kr 9.013 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13820035.4;25;; kr 4.656,02 ;; kr 9.017 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60934000R;25;; kr 4.382,24 ;; kr 9.017 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60938000R;25;; kr 4.382,24 ;; kr 9.017 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60970000R;25;; kr 4.382,24 ;; kr 9.017 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24823201C;25;; kr 4.656,48 ;; kr 9.018 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17427010G;25;; kr 4.656,83 ;; kr 9.018 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60975203G;25;; kr 4.383,99 ;; kr 9.021 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60511325S.6;25;; kr 4.660,81 ;; kr 9.026 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-39011000;25;; kr 4.387,15 ;; kr 9.027 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60973131;25;; kr 4.204,75 ;; kr 9.028 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60975133;25;; kr 4.204,75 ;; kr 9.028 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60575041.30C;25;; kr 4.387,85 ;; kr 9.029 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18222002;25;; kr 4.664,79 ;; kr 9.034 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V16042001A;25;; kr 4.393,94 ;; kr 9.041 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60971125.1V;25;; kr 4.394,87 ;; kr 9.043 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60539041.80;25;; kr 4.396,28 ;; kr 9.046 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18224021.1;25;; kr 4.673,10 ;; kr 9.050 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60972125.1;25;; kr 4.398,38 ;; kr 9.050 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-432064331;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-432064336;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43264331;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43264336;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43264340;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43364331;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43364333;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43364336;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43364338;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43364340;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43364343;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43464331;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43464333;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43464336;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43464338;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43464340;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-43464343;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-442064328;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-442064331;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-442064333;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44264328;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44264331;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44264333;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44364328;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44364331;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44364336;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44364338;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44364340;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44364343;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44464328;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44464331;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44464333;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44464336;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44464338;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44464340;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-44464343;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-HEL3P17;25;; kr 4.401,54 ;; kr 9.057 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24813210A;25;; kr 4.681,05 ;; kr 9.065 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21042054F;25;; kr 4.406,81 ;; kr 9.068 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49530100;25;; kr 4.409,61 ;; kr 9.073 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60574055.30CC;25;; kr 4.412,07 ;; kr 9.078 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19213017;25;; kr 4.414,88 ;; kr 9.084 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17B12006;25;; kr 4.415,58 ;; kr 9.086 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60910002;25;; kr 4.231,66 ;; kr 9.086 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60973130R;25;; kr 4.231,66 ;; kr 9.086 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19620024;25;; kr 4.695,91 ;; kr 9.094 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19026001;25;; kr 4.696,38 ;; kr 9.095 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24350029;25;; kr 4.235,99 ;; kr 9.095 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49330100;25;; kr 4.424,00 ;; kr 9.103 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H155114521;25;; kr 4.241,72 ;; kr 9.107 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H155114817;25;; kr 4.241,72 ;; kr 9.107 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H155114818;25;; kr 4.241,72 ;; kr 9.107 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13122001.1;25;; kr 4.708,20 ;; kr 9.118 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13820035;25;; kr 4.710,42 ;; kr 9.122 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24824201C;25;; kr 4.715,22 ;; kr 9.131 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49435100;25;; kr 4.438,75 ;; kr 9.133 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49130100;25;; kr 4.439,45 ;; kr 9.135 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49235100;25;; kr 4.441,55 ;; kr 9.139 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13810091;25;; kr 4.446,47 ;; kr 9.149 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13810092;25;; kr 4.446,47 ;; kr 9.149 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900170;25;; kr 4.449,98 ;; kr 9.156 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18721100;25;; kr 4.450,68 ;; kr 9.158 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-49135050;25;; kr 4.457,70 ;; kr 9.172 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13640100;25;; kr 4.459,81 ;; kr 9.177 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60938125;25;; kr 4.462,97 ;; kr 9.183 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60971125;25;; kr 4.462,97 ;; kr 9.183 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60972125;25;; kr 4.462,97 ;; kr 9.183 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60573041.80;25;; kr 4.467,18 ;; kr 9.192 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60938125.1;25;; kr 4.468,93 ;; kr 9.195 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60971088;25;; kr 4.469,40 ;; kr 9.196 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19420030.1C;25;; kr 4.750,32 ;; kr 9.199 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60973131R;25;; kr 4.285,48 ;; kr 9.201 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60975133R;25;; kr 4.285,48 ;; kr 9.201 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17210010.3;25;; kr 4.475,25 ;; kr 9.208 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V10242019F;25;; kr 4.476,42 ;; kr 9.211 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V10242041F;25;; kr 4.476,42 ;; kr 9.211 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-DW600950S;25;; kr 4.291,44 ;; kr 9.214 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V35892005A;25;; kr 4.478,18 ;; kr 9.214 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60971125.1;25;; kr 4.479,81 ;; kr 9.218 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17010022;25;; kr 4.480,52 ;; kr 9.219 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18222111;25;; kr 4.761,32 ;; kr 9.221 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19324027;25;; kr 4.762,60 ;; kr 9.223 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V35960704A;25;; kr 4.485,20 ;; kr 9.229 ;;;;;;;;;;;;;;;;;;;;;;200602
